-0.0061, 0.0000
-0.0024, 0.0000
-0.0056, 0.0000
-0.0049, 0.0000
-0.0034, 0.0000
-0.0041, 0.0000
-0.0045, 0.0000
-0.0078, 0.0000
-0.0065, 0.0000
-0.0032, 0.0000
-0.0071, 0.0000
-0.0048, 0.0000
-0.0046, 0.0000
-0.0053, 0.0000
-0.0045, 0.0000
-0.0042, 0.0000
-0.0059, 0.0000
-0.0057, 0.0000
-0.0061, 0.0000
-0.0052, 0.0000
-0.0036, 0.0000
-0.0051, 0.0000
-0.0059, 0.0000
-0.0052, 0.0000
-0.0051, 0.0000
-0.0049, 0.0000
-0.0041, 0.0000
-0.0047, 0.0000
-0.0040, 0.0000
-0.0055, 0.0000
-0.0033, 0.0000
-0.0036, 0.0000
-0.0038, 0.0000
-0.0019, 0.0000
-0.0058, 0.0000
-0.0049, 0.0000
-0.0037, 0.0000
-0.0056, 0.0000
-0.0028, 0.0000
-0.0047, 0.0000
-0.0041, 0.0000
-0.0045, 0.0000
-0.0047, 0.0000
-0.0036, 0.0000
-0.0045, 0.0000
-0.0043, 0.0000
-0.0053, 0.0000
-0.0057, 0.0000
-0.0051, 0.0000
-0.0039, 0.0000
-0.0044, 0.0000
-0.0034, 0.0000
-0.0035, 0.0000
-0.0048, 0.0000
-0.0057, 0.0000
-0.0041, 0.0000
-0.0047, 0.0000
-0.0044, 0.0000
-0.0056, 0.0000
-0.0036, 0.0000
-0.0046, 0.0000
-0.0051, 0.0000
-0.0052, 0.0000
-0.0056, 0.0000
-0.0049, 0.0000
-0.0031, 0.0000
-0.0037, 0.0000
-0.0036, 0.0000
-0.0069, 0.0000
-0.0041, 0.0000
-0.0050, 0.0000
-0.0043, 0.0000
-0.0052, 0.0000
-0.0041, 0.0000
-0.0031, 0.0000
-0.0035, 0.0000
-0.0050, 0.0000
-0.0043, 0.0000
-0.0042, 0.0000
-0.0056, 0.0000
-0.0047, 0.0000
-0.0044, 0.0000
-0.0059, 0.0000
-0.0037, 0.0000
-0.0050, 0.0000
-0.0053, 0.0000
-0.0041, 0.0000
-0.0045, 0.0000
-0.0036, 0.0000
-0.0034, 0.0000
-0.0048, 0.0000
-0.0054, 0.0000
-0.0069, 0.0000
-0.0038, 0.0000
-0.0047, 0.0000
-0.0042, 0.0000
-0.0030, 0.0000
-0.0043, 0.0000
-0.0031, 0.0000
-0.0051, 0.0000
-0.0038, 0.0000
-0.0043, 0.0000
-0.0040, 0.0000
-0.0046, 0.0000
-0.0038, 0.0000
-0.0047, 0.0000
-0.0050, 0.0000
-0.0057, 0.0000
-0.0044, 0.0000
-0.0027, 0.0000
-0.0038, 0.0000
-0.0058, 0.0000
-0.0037, 0.0000
-0.0050, 0.0000
-0.0043, 0.0000
-0.0056, 0.0000
-0.0029, 0.0000
-0.0044, 0.0000
-0.0034, 0.0000
-0.0073, 0.0000
-0.0053, 0.0000
-0.0061, 0.0000
-0.0036, 0.0000
-0.0040, 0.0000
-0.0041, 0.0000
-0.0056, 0.0000
-0.0044, 0.0000
-0.0050, 0.0000
-0.0026, 0.0000
-0.0041, 0.0000
-0.0036, 0.0000
-0.0031, 0.0000
-0.0049, 0.0000
-0.0047, 0.0000
-0.0045, 0.0000
-0.0035, 0.0000
-0.0055, 0.0000
-0.0051, 0.0000
-0.0044, 0.0000
-0.0048, 0.0000
-0.0041, 0.0000
-0.0031, 0.0000
-0.0042, 0.0000
-0.0039, 0.0000
-0.0038, 0.0000
-0.0033, 0.0000
-0.0039, 0.0000
-0.0027, 0.0000
-0.0054, 0.0000
-0.0052, 0.0000
-0.0044, 0.0000
-0.0047, 0.0000
-0.0039, 0.0000
-0.0050, 0.0000
-0.0044, 0.0000
-0.0038, 0.0000
-0.0059, 0.0000
-0.0040, 0.0000
-0.0040, 0.0000
-0.0042, 0.0000
-0.0037, 0.0000
-0.0037, 0.0000
-0.0065, 0.0000
-0.0061, 0.0000
-0.0048, 0.0000
-0.0032, 0.0000
-0.0036, 0.0000
-0.0045, 0.0000
-0.0052, 0.0000
-0.0032, 0.0000
-0.0024, 0.0000
-0.0033, 0.0000
-0.0046, 0.0000
-0.0050, 0.0000
-0.0047, 0.0000
-0.0047, 0.0000
-0.0045, 0.0000
-0.0043, 0.0000
-0.0050, 0.0000
-0.0032, 0.0000
-0.0046, 0.0000
-0.0038, 0.0000
-0.0043, 0.0000
-0.0050, 0.0000
-0.0053, 0.0000
-0.0036, 0.0000
-0.0057, 0.0000
-0.0052, 0.0000
-0.0045, 0.0000
-0.0046, 0.0000
